key,en,fr,zh,ja,ko,zh_TW,ru,pl,es,pt,de,tr,it
MSG_WINDOW_ACTIVATE_FAILED,The selected window could not be activated.,La fenêtre sélectionnée n'a pas pu être activée.,无法激活所选窗口。,選択したウィンドウをアクティブ化できませんでした。,선택한 창을 활성화할 수 없습니다.,無法啟用所選視窗。,Не удалось активировать выбранное окно.,Nie można aktywować wybranego okna.,No se pudo activar la ventana seleccionada.,Não foi possível ativar a janela selecionada.,Das ausgewählte Fenster konnte nicht aktiviert werden.,Seçilen pencere etkinleştirilemedi.,Impossibile attivare la finestra selezionata.
MENU_WINDOW_HOLE,Window Hole,Trou de fenêtre,窗口洞洞,ウィンドウホール,창 구멍,視窗洞洞,Оконное отверстие,Dziura w oknie,Agujero de ventana,Furo na janela,Fensterloch,Pencere deliği,Foro nella finestra
MENU_WINDOW_HOLE_SIZE,Hole size,Taille du trou,洞大小,穴のサイズ,구멍 크기,洞大小,Размер отверстия,Rozmiar otworu,Tamaño del agujero,Tamanho do furo,Lochgröße,Delik boyutu,Dimensione del foro
MENU_WINDOW_HOLE_SHAPE,Hole shape,Forme du trou,洞形状,穴の形状,구멍 모양,洞形狀,Форма отверстия,Kształt otworu,Forma del agujero,Forma do furo,Lochform,Delik şekli,Forma del foro
MENU_WINDOW_HOLE_SHAPE_CIRCLE,Circle,Cercle,圆形,円形,원,圓形,Круг,Koło,Círculo,Círculo,Kreis,Daire,Cerchio
MENU_WINDOW_HOLE_SHAPE_ROUNDED,Rounded rectangle,Rectangle arrondi,圆角矩形,角丸長方形,둥근 사각형,圓角矩形,Скруглённый прямоугольник,Zaokrąglony prostokąt,Rectángulo redondeado,Retângulo arredondado,Abgerundetes Rechteck,Yuvarlatılmış dikdörtgen,Rettangolo arrotondato
MENU_WINDOW_HOLE_SHAPE_SQUARE,Square,Carré,方形,正方形,정사각형,方形,Квадрат,Kwadrat,Cuadrado,Quadrado,Quadrat,Kare,Quadrato
MENU_WINDOW_HOLE_ACTIVATION,Activation,Activation,激活方式,起動方式,활성화 방식,啟用方式,Активация,Tryb aktywacji,Activación,Ativação,Aktivierung,Etkinleştirme,Attivazione
MENU_WINDOW_HOLE_HOLD,Hold X,Maintenir X,按住 X,X を長押し,X 길게 누르기,按住 X,Удерживать X,Przytrzymaj X,Mantener X,Segurar X,X halten,X tuşunu basılı tut,Tieni premuto X
MENU_WINDOW_HOLE_TOGGLE,Toggle with X,Basculer avec X,按 X 切换,X で切り替え,X로 전환,按 X 切換,Переключать X,Przełącz X,Alternar con X,Alternar com X,Mit X umschalten,X ile değiştir,Commuta con X
MENU_WINDOW_HOLE_FALLBACK,Minimize incompatible windows,Réduire les fenêtres incompatibles,兼容失败时最小化窗口,非対応ウィンドウを最小化,호환되지 않는 창 최소화,不相容視窗最小化,Сворачивать несовместимые окна,Minimalizuj niezgodne okna,Minimizar ventanas incompatibles,Minimizar janelas incompatíveis,Inkompatible Fenster minimieren,Uyumsuz pencereleri küçült,Minimizza finestre incompatibili
MENU_WINDOW_HOLE_RULES,Window rules,Règles de fenêtre,窗口规则,ウィンドウ規則,창 규칙,視窗規則,Правила окон,Reguły okien,Reglas de ventana,Regras de janela,Fensterregeln,Pencere kuralları,Regole finestra
INPUT_WINDOW_HOLE_SIZE_TITLE,Window Hole Size,Taille du trou de fenêtre,窗口洞洞大小,ウィンドウホールのサイズ,창 구멍 크기,視窗洞洞大小,Размер оконного отверстия,Rozmiar dziury w oknie,Tamaño del agujero de ventana,Tamanho do furo da janela,Fensterlochgröße,Pencere deliği boyutu,Dimensione foro finestra
INPUT_WINDOW_HOLE_SIZE_PROMPT,Enter hole diameter (80-1200 px).,Saisissez le diamètre du trou (80-1200 px).,输入洞直径（80-1200 像素）。,穴の直径を入力してください（80～1200 px）。,구멍 지름을 입력하세요 (80-1200 px).,輸入洞直徑（80-1200 像素）。,Введите диаметр отверстия (80-1200 пикселей).,Wprowadź średnicę otworu (80-1200 px).,Introduce el diámetro del agujero (80-1200 px).,Digite o diâmetro do furo (80-1200 px).,Lochdurchmesser eingeben (80-1200 px).,Delik çapını girin (80-1200 px).,Inserisci il diametro del foro (80-1200 px).
GUI_WINDOW_HOLE_RULES,Window Hole Rules,Règles du trou de fenêtre,窗口洞洞规则,ウィンドウホールのルール,창 구멍 규칙,視窗洞洞規則,Правила оконного отверстия,Reguły dziury w oknie,Reglas del agujero de ventana,Regras do furo da janela,Fensterloch-Regeln,Pencere deliği kuralları,Regole del foro finestra
GUI_WINDOW_HOLE_RULES_PROMPT,One executable name or window class per line. Empty allow-lists mean all windows are eligible. Excluded entries always win.,Un nom d'exécutable ou une classe de fenêtre par ligne. Une liste d'autorisation vide autorise toutes les fenêtres. Les exclusions sont prioritaires.,每行填写一个程序名或窗口类名。允许列表为空表示所有窗口均可用。排除规则始终优先。,1行に実行ファイル名またはウィンドウクラスを1つ。許可リストが空ならすべてのウィンドウが対象です。除外が常に優先されます。,한 줄에 실행 파일 이름 또는 창 클래스를 하나씩 입력하세요. 허용 목록이 비어 있으면 모든 창이 대상입니다. 제외 규칙이 항상 우선합니다.,每行填寫一個程式名稱或視窗類別。允許清單為空表示所有視窗均可用。排除規則永遠優先。,По одному имени исполняемого файла или классу окна в строке. Пустые списки разрешений означают доступ для всех окон. Исключения имеют приоритет.,Jedna nazwa programu lub klasa okna w wierszu. Pusta lista dozwolonych oznacza wszystkie okna. Wykluczenia mają zawsze pierwszeństwo.,Un nombre de ejecutable o clase de ventana por línea. Las listas permitidas vacías incluyen todas las ventanas. Las exclusiones siempre tienen prioridad.,Um nome de executável ou classe de janela por linha. Listas de permissão vazias incluem todas as janelas. As exclusões sempre têm prioridade.,Ein ausführbarer Name oder eine Fensterklasse pro Zeile. Leere Zulassungslisten erlauben alle Fenster. Ausschlüsse haben immer Vorrang.,Her satıra bir çalıştırılabilir dosya adı veya pencere sınıfı yazın. Boş izin listeleri tüm pencerelere izin verir. Hariç tutmalar her zaman önceliklidir.,Un nome eseguibile o una classe finestra per riga. Liste consentite vuote includono tutte le finestre. Le esclusioni hanno sempre la precedenza.
GUI_WINDOW_HOLE_ALLOW_EXE,Allowed executables (optional),Exécutables autorisés (facultatif),允许的程序（可选）,許可する実行ファイル（任意）,허용 실행 파일 (선택 사항),允許的程式（選填）,Разрешённые исполняемые файлы (необязательно),Dozwolone programy (opcjonalne),Ejecutables permitidos (opcional),Executáveis permitidos (opcional),Zugelassene Programme (optional),İzin verilen çalıştırılabilir dosyalar (isteğe bağlı),Eseguibili consentiti (facoltativo)
GUI_WINDOW_HOLE_EXCLUDE_EXE,Excluded executables,Exécutables exclus,排除的程序,除外する実行ファイル,제외 실행 파일,排除的程式,Исключённые исполняемые файлы,Wykluczone programy,Ejecutables excluidos,Executáveis excluídos,Ausgeschlossene Programme,Hariç tutulan çalıştırılabilir dosyalar,Eseguibili esclusi
GUI_WINDOW_HOLE_ALLOW_CLASS,Allowed window classes (optional),Classes de fenêtres autorisées (facultatif),允许的窗口类（可选）,許可するウィンドウクラス（任意）,허용 창 클래스 (선택 사항),允許的視窗類別（選填）,Разрешённые классы окон (необязательно),Dozwolone klasy okien (opcjonalne),Clases de ventana permitidas (opcional),Classes de janela permitidas (opcional),Zugelassene Fensterklassen (optional),İzin verilen pencere sınıfları (isteğe bağlı),Classi finestra consentite (facoltativo)
GUI_WINDOW_HOLE_EXCLUDE_CLASS,Excluded window classes,Classes de fenêtres exclues,排除的窗口类,除外するウィンドウクラス,제외 창 클래스,排除的視窗類別,Исключённые классы окон,Wykluczone klasy okien,Clases de ventana excluidas,Classes de janela excluídas,Ausgeschlossene Fensterklassen,Hariç tutulan pencere sınıfları,Classi finestra escluse
MSG_WINDOW_HOLE_SIZE_SET,Window hole size set to {1}px.,Taille du trou de fenêtre définie sur {1}px.,窗口洞洞大小已设置为 {1} 像素。,ウィンドウホールのサイズを {1}px に設定しました。,창 구멍 크기를 {1}px로 설정했습니다.,視窗洞洞大小已設定為 {1} 像素。,Размер оконного отверстия: {1}px.,Rozmiar dziury w oknie ustawiono na {1}px.,Tamaño del agujero de ventana: {1}px.,Tamanho do furo da janela: {1}px.,Fensterlochgröße auf {1}px gesetzt.,Pencere deliği boyutu {1}px olarak ayarlandı.,Dimensione foro finestra impostata su {1}px.
MSG_WINDOW_HOLE_SHAPE_SET,Window hole shape: {1}.,Forme du trou de fenêtre : {1}.,窗口洞洞形状：{1}。,ウィンドウホールの形状：{1}。,창 구멍 모양: {1}.,視窗洞洞形狀：{1}。,Форма оконного отверстия: {1}.,Kształt dziury w oknie: {1}.,Forma del agujero de ventana: {1}.,Forma do furo da janela: {1}.,Fensterlochform: {1}.,Pencere deliği şekli: {1}.,Forma del foro finestra: {1}.
MSG_WINDOW_HOLE_SECOND_HIDDEN,Focused window now has a temporary hole.,La fenêtre active dispose maintenant d’un trou temporaire.,当前焦点窗口现在具有一个临时窗口洞。,現在のフォーカスウィンドウに一時的なウィンドウホールを作成しました。,현재 포커스된 창에 임시 창 구멍을 만들었습니다.,目前焦點視窗現在具有一個暫時的視窗洞洞。,В текущем активном окне теперь создано временное отверстие.,W aktualnie aktywnym oknie utworzono tymczasowy otwór.,La ventana enfocada ahora tiene un agujero temporal.,A janela em foco agora tem um furo temporário.,Das fokussierte Fenster hat jetzt ein temporäres Loch.,Odaklanmış pencerede artık geçici bir pencere deliği var.,La finestra attiva ora ha un foro temporaneo.
MSG_WINDOW_HOLE_SECOND_UNAVAILABLE,No eligible window is available for second penetration.,Aucune fenêtre éligible n’est disponible pour le deuxième niveau de pénétration.,当前没有可用于第二层穿透的窗口。,第2透過レイヤーに使用できるウィンドウがありません。,두 번째 투과에 사용할 수 있는 창이 없습니다.,目前沒有可用於第二層穿透的視窗。,Нет подходящего окна для второго уровня проникновения.,Brak odpowiedniego okna dla drugiego poziomu penetracji.,No hay ninguna ventana elegible para el segundo nivel de penetración.,Não há janela elegível disponível para o segundo nível de penetração.,Kein geeignetes Fenster für die zweite Durchdringung verfügbar.,İkinci geçiş için uygun bir pencere yok.,Nessuna finestra idonea disponibile per il secondo livello di penetrazione.
MSG_WINDOW_HOLE_ACTIVATION_HOLD,Window Hole uses hold mode.,Le trou de fenêtre utilise le mode maintien.,窗口洞洞使用按住模式。,ウィンドウホールは長押しモードです。,창 구멍은 길게 누르기 모드입니다.,視窗洞洞使用按住模式。,Оконное отверстие работает в режиме удержания.,Dziura w oknie działa w trybie przytrzymania.,El agujero de ventana usa el modo de mantener.,O furo da janela usa o modo de manter.,Fensterloch verwendet den Haltemodus.,Pencere deliği basılı tutma modunu kullanıyor.,Il foro finestra usa la modalità a pressione.
MSG_WINDOW_HOLE_ACTIVATION_TOGGLE,Window Hole uses toggle mode.,Le trou de fenêtre utilise le mode bascule.,窗口洞洞使用切换模式。,ウィンドウホールは切り替えモードです。,창 구멍은 전환 모드입니다.,視窗洞洞使用切換模式。,Оконное отверстие работает в режиме переключения.,Dziura w oknie działa w trybie przełączania.,El agujero de ventana usa el modo alternar.,O furo da janela usa o modo alternar.,Fensterloch verwendet den Umschaltmodus.,Pencere deliği geçiş modunu kullanıyor.,Il foro finestra usa la modalità alternanza.
MSG_WINDOW_HOLE_FALLBACK_ENABLED,Incompatible windows will be temporarily minimized.,Les fenêtres incompatibles seront temporairement réduites.,不兼容窗口将暂时最小化。,非対応ウィンドウは一時的に最小化されます。,호환되지 않는 창은 일시적으로 최소화됩니다.,不相容視窗將暫時最小化。,Несовместимые окна будут временно сворачиваться.,Niezgodne okna będą tymczasowo minimalizowane.,Las ventanas incompatibles se minimizarán temporalmente.,Janelas incompatíveis serão minimizadas temporariamente.,Inkompatible Fenster werden vorübergehend minimiert.,Uyumsuz pencereler geçici olarak küçültülecek.,Le finestre incompatibili saranno minimizzate temporaneamente.
MSG_WINDOW_HOLE_FALLBACK_DISABLED,Incompatible windows will be left unchanged.,Les fenêtres incompatibles resteront inchangées.,不兼容窗口将保持不变。,非対応ウィンドウは変更しません。,호환되지 않는 창은 변경하지 않습니다.,不相容視窗將保持不變。,Несовместимые окна останутся без изменений.,Niezgodne okna pozostaną bez zmian.,Las ventanas incompatibles no se modificarán.,Janelas incompatíveis permanecerão inalteradas.,Inkompatible Fenster bleiben unverändert.,Uyumsuz pencereler değişmeden bırakılacak.,Le finestre incompatibili resteranno invariate.
MSG_WINDOW_HOLE_RULES_SAVED,Window Hole rules saved.,Règles du trou de fenêtre enregistrées.,窗口洞洞规则已保存。,ウィンドウホールのルールを保存しました。,창 구멍 규칙이 저장되었습니다.,視窗洞洞規則已儲存。,Правила оконного отверстия сохранены.,Reguły dziury w oknie zapisano.,Reglas del agujero de ventana guardadas.,Regras do furo da janela salvas.,Fensterloch-Regeln gespeichert.,Pencere deliği kuralları kaydedildi.,Regole del foro finestra salvate.
CHEAT_ACT_WINDOW_HOLE,Create a temporary mouse-following hole in the active window,Créer un trou temporaire suivant la souris dans la fenêtre active,在活动窗口中创建跟随鼠标的临时洞,アクティブウィンドウにマウス追従の一時的な穴を作成,활성 창에 마우스를 따라가는 임시 구멍 만들기,在作用中視窗建立跟隨滑鼠的暫時洞洞,Создать временное отверстие в активном окне,Utwórz tymczasową dziurę w aktywnym oknie,Crear un agujero temporal en la ventana activa,Criar um furo temporário na janela ativa,Temporäres Loch im aktiven Fenster erstellen,Etkin pencerede fareyi izleyen geçici delik oluştur,Crea un foro temporaneo nella finestra attiva
CHEAT_ACT_WINDOW_HOLE_SECOND,"Create a temporary hole in the currently focused window; press 1 again to continue revealing deeper windows.","Créez un trou temporaire dans la fenêtre actuellement focalisée ; appuyez à nouveau sur 1 pour continuer à afficher les fenêtres plus profondes.","在当前焦点窗口中创建临时窗口洞；再次按 1 可继续显示更深层窗口。","現在フォーカスされているウィンドウに一時的なウィンドウホールを作成します。もう一度 1 を押すと、さらに深いウィンドウを表示できます。","현재 포커스된 창에 임시 창 구멍을 만듭니다. 1을 다시 누르면 더 깊은 창을 계속 표시할 수 있습니다.","在目前焦點視窗中建立暫時的視窗洞洞；再次按 1 可繼續顯示更深層視窗。","Создаёт временное отверстие в текущем активном окне; нажмите 1 ещё раз, чтобы продолжить отображение более глубоких окон.","Utwórz tymczasowy otwór w aktualnie aktywnym oknie; naciśnij ponownie 1, aby kontynuować wyświetlanie głębszych okien.","Crea un agujero temporal en la ventana enfocada; pulsa 1 de nuevo para seguir mostrando ventanas más profundas.","Crie um furo temporário na janela atualmente em foco; pressione 1 novamente para continuar exibindo janelas mais profundas.","Erstelle ein temporäres Loch im aktuell fokussierten Fenster; drücke erneut 1, um weiterhin tiefere Fenster anzuzeigen.","Odaklanmış pencerede geçici bir pencere deliği oluştur; daha derin pencereleri göstermeye devam etmek için 1'e tekrar bas.","Crea un foro temporaneo nella finestra attiva; premi di nuovo 1 per continuare a mostrare finestre più profonde."
MSG_WINDOW_HOLE_FALLBACK_USED,Incompatible window temporarily minimized.,Fenêtre incompatible temporairement réduite.,不兼容窗口已暂时最小化。,非対応ウィンドウを一時的に最小化しました。,호환되지 않는 창을 일시적으로 최소화했습니다.,不相容視窗已暫時最小化。,Несовместимое окно временно свёрнуто.,Niezgodne okno zostało tymczasowo zminimalizowane.,Ventana incompatible minimizada temporalmente.,Janela incompatível minimizada temporariamente.,Inkompatibles Fenster vorübergehend minimiert.,Uyumsuz pencere geçici olarak küçültüldü.,Finestra incompatibile minimizzata temporaneamente.
MENU_CLOUD_SYNC,"Cloud Sync","Synchronisation cloud","云同步","クラウド同期","클라우드 동기화","雲端同步","Облачная синхронизация","Synchronizacja w chmurze","Sincronización en la nube","Sincronização na nuvem","Cloud-Synchronisierung","Bulut Senkronizasyonu","Sincronizzazione cloud"
MENU_CLOUD_SYNC_ENABLE,"Enable synchronization","Activer la synchronisation","启用同步","同期を有効にする","동기화 사용","啟用同步","Включить синхронизацию","Włącz synchronizację","Activar la sincronización","Ativar sincronização","Synchronisierung aktivieren","Senkronizasyonu etkinleştir","Abilita sincronizzazione"
MENU_CLOUD_SYNC_SETTINGS,"Cloud Sync Settings...","Paramètres de synchronisation cloud...","云同步设置...","クラウド同期設定...","클라우드 동기화 설정...","雲端同步設定...","Настройки облачной синхронизации...","Ustawienia synchronizacji w chmurze...","Configuración de sincronización en la nube...","Configurações de sincronização na nuvem...","Einstellungen der Cloud-Synchronisierung...","Bulut Senkronizasyonu Ayarları...","Impostazioni di sincronizzazione cloud..."
MENU_CLOUD_SYNC_NOW,"Sync now","Synchroniser maintenant","立即同步","今すぐ同期","지금 동기화","立即同步","Синхронизировать сейчас","Synchronizuj teraz","Sincronizar ahora","Sincronizar agora","Jetzt synchronisieren","Şimdi senkronize et","Sincronizza ora"
MENU_CLOUD_SYNC_DISCONNECT,"Disconnect","Déconnecter","断开连接","接続を解除","연결 해제","中斷連線","Отключить","Odłącz","Desconectar","Desconectar","Verbindung trennen","Bağlantıyı kes","Disconnetti"
GUI_CLOUD_SYNC_TITLE,"Cloud Sync","Synchronisation cloud","云同步","クラウド同期","클라우드 동기화","雲端同步","Облачная синхронизация","Synchronizacja w chmurze","Sincronización en la nube","Sincronização na nuvem","Cloud-Synchronisierung","Bulut Senkronizasyonu","Sincronizzazione cloud"
GUI_CLOUD_SYNC_SUBTITLE,"Optional synchronization for CapsLock- settings and Quick Phrases.","Synchronisation facultative des paramètres de CapsLock- et des phrases rapides.","CapsLock- 设置和快捷短语的可选同步。","CapsLock- の設定とクイックフレーズを任意で同期します。","CapsLock- 설정 및 빠른 문구를 선택적으로 동기화합니다.","CapsLock- 設定與快捷短語的選用同步。","Необязательная синхронизация настроек CapsLock- и быстрых фраз.","Opcjonalna synchronizacja ustawień CapsLock- i szybkich fraz.","Sincronización opcional de la configuración de CapsLock- y las frases rápidas.","Sincronização opcional das configurações do CapsLock- e das frases rápidas.","Optionale Synchronisierung der CapsLock--Einstellungen und Schnellphrasen.","CapsLock- ayarları ve hızlı ifadeler için isteğe bağlı senkronizasyon.","Sincronizzazione opzionale delle impostazioni di CapsLock- e delle frasi rapide."
GUI_CLOUD_SYNC_ENABLE,"Enable Cloud Sync","Activer la synchronisation cloud","启用云同步","クラウド同期を有効にする","클라우드 동기화 사용","啟用雲端同步","Включить облачную синхронизацию","Włącz synchronizację w chmurze","Activar la sincronización en la nube","Ativar sincronização na nuvem","Cloud-Synchronisierung aktivieren","Bulut Senkronizasyonunu etkinleştir","Abilita sincronizzazione cloud"
GUI_CLOUD_SYNC_PROVIDER,"Provider","Fournisseur","服务提供商","プロバイダー","서비스 제공업체","服務提供商","Провайдер","Dostawca","Proveedor","Provedor","Anbieter","Sağlayıcı","Fornitore"
GUI_CLOUD_SYNC_TARGET,"Target","Cible de synchronisation","同步目标","同期先","동기화 대상","同步目標","Цель синхронизации","Cel synchronizacji","Destino de sincronización","Destino da sincronização","Synchronisierungsziel","Senkronizasyon hedefi","Destinazione di sincronizzazione"
GUI_CLOUD_SYNC_DEVICE_NAME,"Device name","Nom de l'appareil","设备名称","デバイス名","장치 이름","裝置名稱","Имя устройства","Nazwa urządzenia","Nombre del dispositivo","Nome do dispositivo","Gerätename","Cihaz adı","Nome dispositivo"
GUI_CLOUD_SYNC_AUTO,"Enable automatic synchronization","Activer la synchronisation automatique","启用自动同步","自動同期を有効にする","자동 동기화 사용","啟用自動同步","Включить автоматическую синхронизацию","Włącz automatyczną synchronizację","Activar la sincronización automática","Ativar sincronização automática","Automatische Synchronisierung aktivieren","Otomatik senkronizasyonu etkinleştir","Abilita sincronizzazione automatica"
GUI_CLOUD_SYNC_INTERVAL,"Interval","Intervalle","同步间隔","同期間隔","동기화 간격","同步間隔","Интервал","Interwał","Intervalo","Intervalo","Intervall","Aralık","Intervallo"
GUI_CLOUD_SYNC_MINUTES,"minutes","minutes","分钟","分","분","分鐘","мин","min","minutos","minutos","Minuten","dakika","minuti"
GUI_CLOUD_SYNC_STATUS,"Status","État","状态","ステータス","상태","狀態","Состояние","Stan","Estado","Status","Status","Durum","Stato"
GUI_CLOUD_SYNC_LAST_SUCCESS,"Last successful synchronization","Dernière synchronisation réussie","上次成功同步","最後に成功した同期","마지막으로 성공한 동기화","上次成功同步","Последняя успешная синхронизация","Ostatnia udana synchronizacja","Última sincronización correcta","Última sincronização bem-sucedida","Letzte erfolgreiche Synchronisierung","Son başarılı senkronizasyon","Ultima sincronizzazione riuscita"
GUI_CLOUD_SYNC_CONFLICT,"Conflict","Conflit","冲突","競合","충돌","衝突","Конфликт","Konflikt","Conflicto","Conflito","Konflikt","Çakışma","Conflitto"
GUI_CLOUD_SYNC_CONNECT,"Connect","Connecter","连接","接続","연결","連線","Подключить","Połącz","Conectar","Conectar","Verbinden","Bağlan","Connetti"
GUI_CLOUD_SYNC_SYNC_NOW,"Sync now","Synchroniser maintenant","立即同步","今すぐ同期","지금 동기화","立即同步","Синхронизировать сейчас","Synchronizuj teraz","Sincronizar ahora","Sincronizar agora","Jetzt synchronisieren","Şimdi senkronize et","Sincronizza ora"
GUI_CLOUD_SYNC_DISCONNECT,"Disconnect","Déconnecter","断开连接","接続を解除","연결 해제","中斷連線","Отключить","Odłącz","Desconectar","Desconectar","Verbindung trennen","Bağlantıyı kes","Disconnetti"
GUI_CLOUD_SYNC_RESET,"Reset","Réinitialiser","重置","リセット","초기화","重設","Сбросить","Resetuj","Restablecer","Redefinir","Zurücksetzen","Sıfırla","Reimposta"
GUI_CLOUD_SYNC_GITHUB_TOKEN,"GitHub token","Jeton GitHub","GitHub Token","GitHub トークン","GitHub 토큰","GitHub Token","Токен GitHub","Token GitHub","Token de GitHub","Token do GitHub","GitHub-Token","GitHub belirteci","Token GitHub"
GUI_CLOUD_SYNC_GITHUB_OWNER,"GitHub owner","Propriétaire GitHub","GitHub 所有者","GitHub 所有者","GitHub 소유자","GitHub 擁有者","Владелец GitHub","Właściciel GitHub","Propietario de GitHub","Proprietário do GitHub","GitHub-Eigentümer","GitHub sahibi","Proprietario GitHub"
GUI_CLOUD_SYNC_GITHUB_REPOSITORY,"Repository","Dépôt","仓库","リポジトリ","리포지토리","儲存庫","Репозиторий","Repozytorium","Repositorio","Repositório","Repository","Depo","Repository"
GUI_CLOUD_SYNC_GITHUB_BRANCH,"Branch","Branche","分支","ブランチ","브랜치","分支","Ветка","Gałąź","Rama","Branch","Branch","Dal","Branch"
GUI_CLOUD_SYNC_GITHUB_PATH,"Path","Chemin","路径","パス","경로","路徑","Путь","Ścieżka","Ruta","Caminho","Pfad","Yol","Percorso"
GUI_CLOUD_SYNC_GOOGLE_CLIENT_ID,"Google OAuth client ID","ID client OAuth Google","Google OAuth 客户端 ID","Google OAuth クライアント ID","Google OAuth 클라이언트 ID","Google OAuth 用戶端 ID","Идентификатор клиента Google OAuth","Identyfikator klienta Google OAuth","ID de cliente OAuth de Google","ID do cliente OAuth do Google","Google-OAuth-Client-ID","Google OAuth istemci kimliği","ID client OAuth Google"
GUI_CLOUD_SYNC_GOOGLE_TARGET,"Drive file ID","ID du fichier Drive","云端文件 ID","Drive ファイル ID","Drive 파일 ID","雲端檔案 ID","ID файла Drive","Identyfikator pliku na Dysku","ID de archivo de Drive","ID do arquivo do Drive","Drive-Datei-ID","Drive dosya kimliği","ID file Drive"
GUI_CLOUD_SYNC_GOOGLE_AUTHORIZE,"Authorize Google","Autoriser Google","授权 Google","Google を認証","Google 인증","授權 Google","Авторизовать Google","Autoryzuj Google","Autorizar Google","Autorizar o Google","Google autorisieren","Google'ı yetkilendir","Autorizza Google"
GUI_CLOUD_SYNC_ONEDRIVE_CLIENT_ID,"Microsoft client ID","ID client Microsoft","Microsoft 客户端 ID","Microsoft クライアント ID","Microsoft 클라이언트 ID","Microsoft 用戶端 ID","Идентификатор клиента Microsoft","Identyfikator klienta Microsoft","ID de cliente de Microsoft","ID do cliente Microsoft","Microsoft-Client-ID","Microsoft istemci kimliği","ID client Microsoft"
GUI_CLOUD_SYNC_ONEDRIVE_TENANT,"Tenant","Tenant","租户","テナント","테넌트","租戶","Тенант","Tenant","Tenant","Tenant","Mandant","Tenant","Tenant"
GUI_CLOUD_SYNC_ONEDRIVE_PATH,"OneDrive path","Chemin OneDrive","OneDrive 路径","OneDrive パス","OneDrive 경로","OneDrive 路徑","Путь OneDrive","Ścieżka OneDrive","Ruta de OneDrive","Caminho do OneDrive","OneDrive-Pfad","OneDrive yolu","Percorso OneDrive"
GUI_CLOUD_SYNC_ONEDRIVE_AUTHORIZE,"Authorize OneDrive","Autoriser OneDrive","授权 OneDrive","OneDrive を認証","OneDrive 인증","授權 OneDrive","Авторизовать OneDrive","Autoryzuj OneDrive","Autorizar OneDrive","Autorizar o OneDrive","OneDrive autorisieren","OneDrive'ı yetkilendir","Autorizza OneDrive"
GUI_CLOUD_SYNC_WEBDAV_URL,"WebDAV URL","URL WebDAV","WebDAV URL","WebDAV URL","WebDAV URL","WebDAV URL","URL WebDAV","Adres URL WebDAV","URL de WebDAV","URL do WebDAV","WebDAV-URL","WebDAV URL'si","URL WebDAV"
GUI_CLOUD_SYNC_WEBDAV_PATH,"Remote path","Chemin distant","远程路径","リモートパス","원격 경로","遠端路徑","Удалённый путь","Ścieżka zdalna","Ruta remota","Caminho remoto","Remotepfad","Uzak yol","Percorso remoto"
GUI_CLOUD_SYNC_WEBDAV_USERNAME,"Username","Nom d'utilisateur","用户名","ユーザー名","사용자 이름","使用者名稱","Имя пользователя","Nazwa użytkownika","Nombre de usuario","Nome de usuário","Benutzername","Kullanıcı adı","Nome utente"
GUI_CLOUD_SYNC_WEBDAV_PASSWORD,"Password","Mot de passe","密码","パスワード","비밀번호","密碼","Пароль","Hasło","Contraseña","Senha","Passwort","Parola","Password"
GUI_CLOUD_SYNC_TOKEN_HINT,"Leave blank to keep the existing encrypted credential. Tokens are stored locally with Windows DPAPI.","Laissez vide pour conserver les identifiants chiffrés existants. Les jetons sont stockés localement avec Windows DPAPI.","留空以保留现有加密凭据。Token 使用 Windows DPAPI 保存在本地。","既存の暗号化された認証情報を保持するには空欄のままにしてください。トークンは Windows DPAPI を使用してローカルに保存されます。","기존 암호화된 자격 증명을 유지하려면 비워 두세요. 토큰은 Windows DPAPI를 사용하여 로컬에 저장됩니다.","若要保留現有的加密認證資訊，請留空。Token 會使用 Windows DPAPI 儲存在本機。","Оставьте поле пустым, чтобы сохранить существующие зашифрованные учётные данные. Токены хранятся локально с помощью Windows DPAPI.","Pozostaw puste, aby zachować istniejące zaszyfrowane dane uwierzytelniające. Tokeny są przechowywane lokalnie za pomocą Windows DPAPI.","Déjelo en blanco para conservar las credenciales cifradas existentes. Los tokens se almacenan localmente mediante Windows DPAPI.","Deixe em branco para manter a credencial criptografada existente. Os tokens são armazenados localmente com o Windows DPAPI.","Leer lassen, um die vorhandenen verschlüsselten Anmeldedaten beizubehalten. Token werden lokal mit Windows DPAPI gespeichert.","Mevcut şifrelenmiş kimlik bilgisini korumak için boş bırakın. Belirteçler Windows DPAPI ile yerel olarak saklanır.","Lascia vuoto per mantenere le credenziali crittografate esistenti. I token vengono archiviati localmente tramite Windows DPAPI."
MSG_CLOUD_SYNC_ENABLED,"Cloud Sync enabled.","Synchronisation cloud activée.","云同步已启用。","クラウド同期が有効になりました。","클라우드 동기화가 활성화되었습니다.","雲端同步已啟用。","Облачная синхронизация включена.","Synchronizacja w chmurze została włączona.","La sincronización en la nube está activada.","A sincronização na nuvem foi ativada.","Cloud-Synchronisierung aktiviert.","Bulut Senkronizasyonu etkinleştirildi.","Sincronizzazione cloud attivata."
